Year,Utility Name,State,Trn Total Operation Expenses $,Trn Total Maintenance Expenses $,Dis Total Maintenance Expenses $,Dis Total Operation Expenses $,Total Sales Expenses $,Total Customer Srv & Information Expenses $,CAE Total Customer Accounts Expenses $,Total Admin & General Expenses $,Total Regional Trans & Mark Operation Exps  $,A&G Total Operation Expenses $,A&G Oper Injuries & Damages $
2015,MidAmerican Energy Co,IA,52210735,5664581,48322741,34472775,3601698,80221200,27459819,68169944,5011475,67011071,6197934
2014,MidAmerican Energy Co,IA,47260653,5804359,55058857,37106211,4617216,78012830,28090663,72944764,4463706,70499258,6523526
2013,MidAmerican Energy Co,IA,39447243,9061759,55262754,36853406,4769192,56918712,26766433,77455450,6160729,74383481,5564395
2012,MidAmerican Energy Co,IA,33610174,8445606,61179643,36995295,4292992,54490128,26174193,77948477,5985950,74272244,6133910
2011,MidAmerican Energy Co,IA,29265021,6202531,60039656,39526623,3941613,51308400,21457585,79839543,6314886,78512770,5345897
2010,MidAmerican Energy Co,IA,51122471,6045441,65058880,37552520,4415973,49059737,26005228,82810553,7528071,81650551,4683498
2009,MidAmerican Energy Co,IA,46502757,5768359,49520131,38622190,6482982,43278709,26250230,87105465,3241568,85513456,5549263
2008,MidAmerican Energy Co,IA,41762517,5118990,66198656,45664093,7479193,34528245,30072710,88192759,850508,86065999,4698084
2007,MidAmerican Energy Co,IA,33688862,2379628,65149080,41648861,6576864,34513085,29424940,94960398,0,92091586,5494603
2006,MidAmerican Energy Co,IA,33109058,2171760,43139443,40419679,5826654,33204659,28909439,91818307,0,88708806,4683337
2005,MidAmerican Energy Co,IA,14022138,2158142,42342049,38911382,3562178,26130625,30065481,89105211,0,86018574,4764319
2004,MidAmerican Energy Co,IA,10923422,2156865,40350720,33766021,7222142,22647626,25935163,99768592,0,86523867,6175900
2003,MidAmerican Energy Co,IA,6361253,2592874,37382510,30226869,4641657,19631935,25602433,104771423,0,91978483,6659402
2002,MidAmerican Energy Co,IA,8419608,2589101,36590285,27396612,4648290,18955149,26209453,91806370,0,80239486,4271043
2001,MidAmerican Energy Co,IA,6041977,3070469,42603144,27182105,4734669,30748109,29600262,89875673,0,78024178,3767826
2000,MidAmerican Energy Co,IA,9394360,3225594,36899060,22945912,5600754,34467587,24036454,77626407,0,67615640,3695294
1999,MidAmerican Energy Co,IA,9513082,3558644,30777744,22404421,6408511,36276272,23624086,101567069,0,91881954,4513051
1998,MidAmerican Energy Co,IA,9478672,4157612,30657792,23524624,9057324,42786682,25281084,102142879,0,93871035,2417092
1997,MidAmerican Energy Co,IA,9835846,3983696,27609691,22064001,9091980,20533690,19284409,112580501,0,105240969,2967460
1996,MidAmerican Energy Co,IA,6510810,3356586,24511166,19352962,3999597,10600562,18896719,85106137,0,78902822,3440400
1995,MidAmerican Energy Co,IA,6474094,3142476,23929750,19200849,3339795,10868801,19428423,112335678,0,108208111,3370460
2019,Midcontinent Independent System Operator Inc,IN,88282913,14052563,0,0,0,1227036,0,125061870,102225951,118037616,0
2018,Midcontinent Independent System Operator Inc,IN,84410344,14830886,0,0,0,415154,0,128596721,93727212,121601067,0
2017,Midcontinent Independent System Operator Inc,IN,81635925,15275361,0,0,0,2832148,0,110806822,84972861,104064621,0
2016,Midcontinent Independent System Operator Inc,IN,73353312,15071055,0,0,0,2065574,0,103767331,78041079,96939625,0
2015,Midcontinent Independent System Operator Inc,IN,72648102,13296373,0,0,0,3011120,0,100508522,77359444,95550411,0
2014,Midcontinent Independent System Operator Inc,IN,67337891,12806690,0,0,0,3855367,0,89929753,72113925,84680865,350
2013,Midcontinent Independent System Operator Inc,IN,72326079,11951209,0,0,0,4669485,0,80966914,72347883,75167474,0
2012,Midcontinent Independent System Operator Inc,IN,57027468,12076629,0,0,0,4044461,0,83996511,71002288,79104906,0
2011,Midcontinent Independent System Operator Inc,IN,50842788,12832712,0,0,0,4472219,0,83342997,64744615,79049331,0
2010,Midcontinent Independent System Operator Inc,IN,51025256,13010051,0,0,0,5041444,0,85299080,67369541,81385737,475
2009,Midcontinent Independent System Operator Inc,IN,50168261,15511443,0,0,0,5828493,0,77739875,59989917,74082709,0
2008,Midcontinent Independent System Operator Inc,IN,55286450,8916218,0,0,0,6272078,0,70466803,48561841,66817364,0
2007,Midcontinent Independent System Operator Inc,IN,46373374,9240286,0,0,0,4678487,0,72280766,50789506,68897169,0
2006,Midcontinent Independent System Operator Inc,IN,44537133,7939347,0,0,0,3680444,0,67100921,53259875,64260360,0
2005,Midcontinent Independent System Operator Inc,IN,0,0,0,0,0,313357,0,185979648,0,183434801,0
2004,Midcontinent Independent System Operator Inc,IN,0,0,0,0,0,311385,0,147817182,0,145791148,0
2003,Midcontinent Independent System Operator Inc,IN,0,0,0,0,0,487193,0,96492558,0,94923316,9406
2002,Midcontinent Independent System Operator Inc,IN,0,0,0,0,0,160795,0,48965008,0,47800371,483
2014,Midwest Electric Power Inc,IL,0,0,0,0,0,0,0,933,0,933,0
2013,Midwest Electric Power Inc,IL,0,0,0,0,0,0,0,84314,0,84314,0
2012,Midwest Electric Power Inc,IL,0,1326,0,0,0,0,0,124117,0,124117,0
2011,Midwest Electric Power Inc,IL,0,0,0,0,0,0,0,157934,0,157934,0
2010,Midwest Electric Power Inc,IL,0,0,0,0,0,0,0,162637,0,162637,0
2009,Midwest Electric Power Inc,IL,0,1500,0,0,0,0,0,125548,0,125548,0
2008,Midwest Electric Power Inc,IL,0,0,0,0,0,0,0,139587,0,139587,0
2007,Midwest Electric Power Inc,IL,0,501,0,0,0,0,0,164197,0,164197,0
2006,Midwest Electric Power Inc,IL,0,21950,0,0,0,0,0,136445,0,136445,0
2005,Midwest Electric Power Inc,IL,0,0,0,0,0,0,0,136365,0,136365,0
2004,Midwest Electric Power Inc,IL,0,0,0,0,0,0,0,273635,0,273635,0
2003,Midwest Electric Power Inc,IL,0,0,0,0,0,0,0,412729,0,412729,-39
2002,Midwest Electric Power Inc,IL,0,1449,0,0,0,0,0,585606,0,585606,39
2001,Midwest Electric Power Inc,IL,0,5667,0,0,0,0,0,559870,0,559870,0
2000,Midwest Electric Power Inc,IL,0,1249,0,0,0,0,0,408932,0,408932,0
2019,Midwest Energy Inc,KS,2894212,1043460,4766230,2964011,114244,562481,2118734,8361519,0,6427568,137129
2012,Midwest Energy Inc,KS,981655,965127,3669691,2800177,121535,670416,3119958,5442490,0,4479789,97240
2011,Midwest Energy Inc,KS,843644,1134209,3546916,3051161,124193,707917,2881507,5488167,0,4266615,105352
2010,Midwest Energy Inc,KS,824469,880966,3049977,2572794,121354,668617,2593264,4947461,0,3707619,62832
2009,Midwest Energy Inc,KS,915325,960179,3411125,2358576,110830,554570,2438495,4948168,0,3707846,96165
2008,Midwest Energy Inc,KS,698659,725572,3169697,2616007,121536,592277,2533378,4337606,0,3185521,97604
2007,Midwest Energy Inc,KS,624227,546788,2671799,2111604,146903,601923,2212672,4144304,0,3223350,87855
2006,Midwest Energy Inc,KS,580283,597512,2537888,1436603,416931,437003,2202912,3691128,0,3126816,98601
2005,Midwest Energy Inc,KS,553038,529527,2427165,1572481,103550,455925,2017857,5257465,0,4429303,98729
2004,Midwest Energy Inc,KS,521469,543288,2505809,1814312,83843,684904,2048806,4038372,0,3207293,34522
2003,Midwest Energy Inc,KS,436786,379549,2398774,1770290,70723,528546,1702577,4027916,0,3242806,199140
2002,Midwest Energy Inc,KS,381021,407820,1836924,1606230,71664,446640,1701339,2696959,0,2419160,122699
2001,Midwest Energy Inc,KS,376312,407063,1751184,1579929,92866,538152,1978781,2513807,0,2212468,147413
2000,Midwest Energy Inc,KS,333686,157130,1494157,1497972,91054,562515,1631284,2345107,0,2099012,108607
1999,Midwest Energy Inc,KS,350988,680859,1538225,1221014,67552,554515,1377081,2537925,0,2258588,41984
1998,Midwest Energy Inc,KS,235303,679636,1526682,1575341,36882,453351,1410580,2522361,0,2192269,106968
1997,Midwest Energy Inc,KS,407369,336047,1448468,1300280,34313,450861,1371228,2822628,0,2472254,86047
1996,Midwest Energy Inc,KS,409310,642284,1255960,1061009,25898,305407,1223472,3806289,0,3307992,168561
1995,Midwest Energy Inc,KS,422788,457387,1178139,997666,10535,308424,1308945,3252535,0,2739736,207802
1994,Midwest Power Systems Inc,IA,4142429,2883821,19155129,13137898,2874644,2292776,16013205,57715520,0,54808240,1830017
2019,Mississippi Power Co,MS,7062843,8935606,22628863,20696940,2113786,7897821,13691524,71310080,0,67409446,2452235
2018,Mississippi Power Co,MS,7701771,7504555,14229987,23498284,3108388,9902096,16099965,80806295,0,78163792,3086798
2017,Mississippi Power Co,MS,6477397,4535149,11537314,20029070,2884246,9078117,15719247,87559024,0,86154248,3449877
2016,Mississippi Power Co,MS,7922440,7650540,16116582,20001545,4292993,10008396,16768872,100981931,0,97472086,4662669
2015,Mississippi Power Co,MS,6939089,4765539,13541327,19264151,4741827,10273435,13745701,95355959,0,94066564,3245223
2014,Mississippi Power Co,MS,7114351,6082600,17123588,19788746,4940695,7921772,16157525,88044740,0,86374033,2801326
2013,Mississippi Power Co,MS,8357380,6477665,16921949,17435562,4175051,5798470,17837580,83327057,0,81235085,2473688
2012,Mississippi Power Co,MS,6239184,3954880,14622314,18299014,3967619,6379732,15530663,75187642,0,74193759,1483784
2011,Mississippi Power Co,MS,6310754,4819267,16000486,17365337,4239691,6596234,15803862,71575356,0,70366353,2914296
2010,Mississippi Power Co,MS,6021510,4919748,15471911,17002075,4507682,6000069,15621339,74060503,0,72903902,2287945
2009,Mississippi Power Co,MS,5167208,4090915,12771756,15981720,4729567,5639686,16040444,66759387,0,65393984,1900076
2008,Mississippi Power Co,MS,6146934,3891663,15106523,19622383,5280731,6343536,15931328,70059443,0,69205020,2073852
2007,Mississippi Power Co,MS,6576161,1251622,10882067,19141056,5939041,6478801,15416417,67496265,0,65988870,2420444
2006,Mississippi Power Co,MS,5988953,1386635,13536039,16806100,5928552,5751993,14500688,64788985,0,64024770,3120090
2005,Mississippi Power Co,MS,5117260,5302701,17537782,14054984,4895732,5523477,14872642,63260132,0,62654578,2839900
2004,Mississippi Power Co,MS,4968307,4306857,18614357,15850131,5139206,5373880,14248885,58421279,0,57123114,2799471
2003,Mississippi Power Co,MS,5607100,4210723,14943730,15841922,4917693,5891544,14841488,56433894,0,53903781,1628603
2002,Mississippi Power Co,MS,4448628,4266627,15145065,15606085,4988821,6629986,15276476,53224951,0,52165083,1783562
2001,Mississippi Power Co,MS,4647310,2334594,11758404,12497187,4466762,5794387,15269650,44915155,0,44272394,2215114
2000,Mississippi Power Co,MS,5368672,4139295,18104266,15222357,5456117,5184755,12806989,46007209,0,45269064,1325702
1999,Mississippi Power Co,MS,5338148,4354619,17829624,15841836,7989925,5386458,14412173,50346677,0,49849980,1394538
1998,Mississippi Power Co,MS,4407163,4677990,14565880,14569129,8356025,4573409,13302654,42458423,0,41952361,1179088
1997,Mississippi Power Co,MS,3665885,3487866,12606842,12047106,6942240,4298832,10979143,44431584,0,43783016,1400350
1996,Mississippi Power Co,MS,3353610,5205932,13542075,9561518,5189377,4234375,9836720,51832795,0,51490830,1396101
1995,Mississippi Power Co,MS,2518929,3967157,11195173,8090742,4755113,4351766,9598807,50586844,0,48359502,1744882
1994,Mississippi Power Co,MS,2064071,3941374,11992688,7832153,4463768,3728685,9324239,45731624,0,43097227,1121064
2019,Monongahela Power Co,WV,87779658,13431257,52227206,17546411,12529,3322416,22001961,46566132,519243,42577641,1952945
2018,Monongahela Power Co,WV,128144629,11740096,48777416,17264905,74505,4123033,19105038,78426428,502775,73946375,1177272
2017,Monongahela Power Co,WV,78315302,9249281,48794668,17185576,97041,5040427,18017273,88526742,438987,84674416,2418451
2016,Monongahela Power Co,WV,98983457,8072892,48974172,16351996,47149,3689260,16539088,45147841,435735,41316077,2526611
2015,Monongahela Power Co,WV,129742541,11055391,50259642,17001248,12796,3888814,21218668,49864438,415128,46185477,2525523
2014,Monongahela Power Co,WV,222646699,21960639,46491833,14410798,215,3598593,15506121,103250625,343760,100789532,2002930
2013,Monongahela Power Co,WV,97236503,7508361,22492864,11740026,0,3519577,15099936,3568216,306080,2304055,-846775
2012,Monongahela Power Co,WV,85276182,9086323,45688515,11605733,6700,989279,14542903,90190904,294832,89021590,1679820
2011,Monongahela Power Co,WV,112862515,5059713,24643009,6548496,0,1183962,12282356,100657951,176590,99568416,1820848
2010,Monongahela Power Co,WV,13836125,4554333,26611094,6871312,0,963086,14085415,79263074,0,77199278,-3275166
2009,Monongahela Power Co,WV,11192366,6172714,40261461,6541258,1780,1386866,12139135,76579351,0,74734498,4219478
2008,Monongahela Power Co,WV,9067982,5255992,32019266,6907396,56054,1397282,11008644,74934102,0,72494508,3166127
2007,Monongahela Power Co,WV,10455040,5821199,25417095,6665378,63944,1019882,11069586,78673531,0,76869977,3873387
2006,Monongahela Power Co,WV,7914585,5670341,27222576,7486269,47349,952811,10886886,65466444,424078,64318765,3409178
2005,Monongahela Power Co,WV,9902984,5862310,34983196,6887552,209886,877048,11580167,67401749,0,65563956,2655942
2004,Monongahela Power Co,WV,9596067,6892118,30554256,6152229,447336,966801,10176641,70907539,0,68406662,6116810
2003,Monongahela Power Co,WV,15536434,4928742,29985009,7533812,975476,776519,18189805,87133468,0,84466439,11120024
2002,Monongahela Power Co,WV,9915526,5412881,24827881,9029774,1320515,1141438,14269401,80780785,0,77937328,8789892
2001,Monongahela Power Co,WV,2103198,7396905,26746850,7779143,1145218,2111147,15166901,56635885,0,53599704,4139770
2000,Monongahela Power Co,WV,1465614,6305490,26790709,7523888,912433,1847681,13903564,59024753,0,55546487,3235782
1999,Monongahela Power Co,WV,1331173,5101808,25446109,6004731,519320,1765489,14014186,48242108,0,43775466,3509066
1998,Monongahela Power Co,WV,1148618,3823019,30322623,5993819,945106,882235,13369258,46866114,0,43788987,3314744
1997,Monongahela Power Co,WV,1140220,5390491,30944788,6750203,1450108,1298082,12734239,38224933,0,35653551,3278661
1996,Monongahela Power Co,WV,1155423,4535827,28855586,6703153,725288,2419963,11188948,61315161,0,56359431,3301867
1995,Monongahela Power Co,WV,1668748,4932303,29696999,7683103,0,3213976,11199420,41191946,0,39725507,2536992
1994,Monongahela Power Co,WV,1746264,4426311,27108784,7608021,0,3527099,10556865,35574587,0,34311145,3124344
2001,Montana Power Co,MT,11242340,4784784,9465948,12818710,1314687,2298695,7164498,49842201,0,46633468,4438904
2000,Montana Power Co,MT,11157309,5972434,10156501,13186364,1566622,2084182,6324282,46971333,0,45318774,5364963
1999,Montana Power Co,MT,17059142,4097175,11815668,12457326,808985,2591374,9779908,50132998,0,47303440,3218580
1998,Montana Power Co,MT,15945554,3955353,12075809,12756192,1482647,2743062,7160662,38419139,0,35653729,3856446
1997,Montana Power Co,MT,13848462,3774661,10058816,11431204,1508457,3015155,7174457,47058139,0,44669253,3220738
1996,Montana Power Co,MT,12475625,3706993,9721672,10884523,1098092,1924516,8322862,47518091,0,45327053,3164134
1995,Montana Power Co,MT,13261518,2899303,9178111,10086856,1095693,1894386,8243819,34575670,0,32116516,1256861
1994,Montana Power Co,MT,14855781,2948016,9609235,9806069,1039792,2021329,7888174,38968488,0,36821072,5911726
2000,Montaup Electric Co,MA,4747351,219271,0,0,0,0,0,1456599,0,1445926,35282
1999,Montaup Electric Co,MA,13930825,561904,0,0,0,0,7134,6634095,0,6577762,91328
1998,Montaup Electric Co,MA,12345751,502208,0,0,0,0,0,11821363,0,11751354,888235
1997,Montaup Electric Co,MA,14990375,809680,0,0,0,0,0,12880231,0,12793839,907650
1996,Montaup Electric Co,MA,12880452,790639,0,0,0,0,0,12798790,0,12687982,1054163
1995,Montaup Electric Co,MA,13744991,633809,0,0,0,0,0,12738068,0,12565447,1351227
1994,Montaup Electric Co,MA,12492337,691330,0,0,0,0,0,14593944,0,14388483,2323335
2003,Moon Lake Electric Association Inc,UT,519237,0,0,3579341,62936,31301,733885,2209938,0,2209938,0
2002,Moon Lake Electric Association Inc,UT,498075,0,0,3680839,13133,33220,844438,2193367,0,2193367,0
2001,Moon Lake Electric Association Inc,UT,434634,0,0,3529005,40558,33693,823736,1931438,0,1931438,0
2000,Moon Lake Electric Association Inc,UT,624013,0,0,3244018,15356,43158,644767,1937188,0,1937188,0
1999,Moon Lake Electric Association Inc,UT,439014,0,0,3373003,21961,40373,759201,2037119,0,2037119,0
1998,Moon Lake Electric Association Inc,UT,253849,0,0,2700354,130059,52512,736993,1776117,0,1776117,0
1998,Moreau Manufacturing,NY,0,0,0,0,0,0,0,147870,0,147870,0
1997,Moreau Manufacturing,NY,0,0,0,0,0,0,0,118375,0,118375,0
1996,Moreau Manufacturing,NY,0,0,0,0,0,0,0,142690,0,142690,0
1995,Moreau Manufacturing,NY,0,0,0,0,0,0,0,115888,0,115888,0
1994,Moreau Manufacturing,NY,0,0,0,0,0,0,0,108918,0,108918,0
2005,Morenci Water & Electric Co (The),AZ,0,0,245346,87277,0,0,95141,486975,0,486975,0
2004,Morenci Water & Electric Co (The),AZ,0,0,148469,72694,0,0,70241,444535,0,444535,0
2003,Morenci Water & Electric Co (The),AZ,0,0,150387,87296,0,0,101885,358337,0,358337,0
2002,Morenci Water & Electric Co (The),AZ,0,0,155961,237429,0,2986,104525,345292,0,345292,0
2001,Morenci Water & Electric Co (The),AZ,0,0,61222,185115,0,0,38352,31568,0,31568,0
2000,Morenci Water & Electric Co (The),AZ,0,0,41979,108778,1340,0,38379,664914,0,664914,0
1999,Morenci Water & Electric Co (The),AZ,11450256,0,58568,235006,256,0,17590,400231,0,400231,0
1998,Morenci Water & Electric Co (The),AZ,0,0,14027,124533,211,0,40090,607789,0,594477,0
2003,Morrisville Water & Light Dept VT (Village of),VT,21183,15418,167071,169135,0,17811,155033,547308,0,529479,62667
2002,Morrisville Water & Light Dept VT (Village of),VT,18167,9773,281793,150579,0,20777,133869,563610,0,551142,90077
2001,Morrisville Water & Light Dept VT (Village of),VT,14595,7613,147558,118941,0,20738,112537,473580,0,465805,65863
2000,Morrisville Water & Light Dept VT (Village of),VT,16093,20387,227384,125575,0,39892,151224,469011,0,462364,50393
1999,Morrisville Water & Light Dept VT (Village of),VT,11202,17850,158280,64379,0,81212,91398,428664,0,428664,7708
1998,Morrisville Water & Light Dept VT (Village of),VT,12661,13904,190786,68910,0,69859,105337,432375,0,432375,6068
1997,Morrisville Water & Light Dept VT (Village of),VT,11697,16816,182593,37055,0,83760,90272,522962,0,522962,7524
1996,Morrisville Water & Light Dept VT (Village of),VT,6712,39866,125068,49802,0,67814,74862,438823,0,438823,76767
1995,Morrisville Water & Light Dept VT (Village of),VT,28691,25232,138172,48818,0,63101,68114,387230,0,387230,53859
1994,Morrisville Water & Light Dept VT (Village of),VT,38872,48490,98227,71521,0,46455,72997,387402,0,387402,40299
2009,Mountainview Power Co LLC,CA,0,16488,0,0,0,0,0,1603774,0,1603774,0
2008,Mountainview Power Co LLC,CA,0,273953,0,0,0,0,0,3248644,0,3248644,0
2007,Mountainview Power Co LLC,CA,0,163618,0,0,0,0,0,3310449,0,3310449,0
2006,Mountainview Power Co LLC,CA,0,431245,0,0,0,0,0,3281543,0,3281543,0
2005,Mountainview Power Co LLC,CA,0,0,0,0,0,0,0,1887474,0,1887474,0
2019,Mt Carmel Public Utility Co,IL,997617,24002,1453267,584984,2211,6197,666749,2805268,0,2558707,371742
2018,Mt Carmel Public Utility Co,IL,932428,55782,1325288,536937,2621,2729,598820,2795630,0,2517665,336750
2017,Mt Carmel Public Utility Co,IL,751990,84499,1215312,541681,4778,2244,562905,2828717,0,2649967,353096
